articleID,snippet,topic
5a72c58210f40f00018bee4f,We can stick it out together and keep each other accountable.,Art
5a72c90510f40f00018bee56,What is this image saying?,NYC
5a72c91a10f40f00018bee57,"A reporter’s visit to the front line in Manbij, Syria, found that Kurdish rebels’ fears of a Turkish advance have been dispelled by American military assurances of support.",Leisure
5a72e52810f40f00018bee93,Or should they focus only on academics?,Gun Crimes
5a72e53f10f40f00018bee96,"Ms. Williams and Ms. Robinson, who are bringing their “2 Dope Queens” podcast to HBO, talk about hair budgets, meeting Bono and #MeToo.",International
5a72e54210f40f00018bee9b,"Across the world, autocratic leaders are engaging in increasingly brazen behavior as they dispense with even a fig leaf of democratic practice.",Social Issues
5a72e54510f40f00018bee9f,"The Mexican salamander has largest genome ever sequenced, which may account for its unique regenerative abilities.",International
5a72e54010f40f00018bee99,"By studying the natural effects of a large volcanic eruption, scientists could learn about how we might deliberately cool the planet in the future.",Culture/Education
5a72e54010f40f00018bee9a,"Normally a workhorse, he began feeling strangely exhausted. Then he ended up in the intensive-care unit.",Culture/Education
5a72e54010f40f00018bee98,"The bill contains measures sought by religious schools and free-speech advocates, worrying some college administrators and gay-rights groups.",Art
5a72e54710f40f00018beea0,"There is an unusual club of receivers, including Larry Fitzgerald and Randy Moss, who made a stunning catch that briefly appeared to secure a championship. Here are memories of what almost was.",International
5a72e55410f40f00018beea2,"Bee interviewed the former Fox News host Gretchen Carlson about so-called forced arbitration clauses, which can silence victims of sexual misconduct.",Elections
5a72e74010f40f00018beea6,Genuine atrocities have turned them into refugees. But the blurring of fact and fiction in the camps risks undercutting their case against Myanmar.,Entertainment
5a72ec3f10f40f00018beeae,Why a big influx of Puerto Ricans and the potential return of voting rights for felons aren’t as meaningful as some might assume for 2020. ,Culture/Education
5a72efbc10f40f00018beebe,Conservatives would be howling for impeachment if a Democratic president had behaved like Trump.,Leisure
5a72efbf10f40f00018beec0,"The communist assault, 50 years ago this week, marked the start of the bloodiest year of the Vietnam War.",International
5a72efc010f40f00018beec1,"As far as the president’s immigration plan goes, they are damned if they do and damned if they don’t.",Gun Crimes
5a72f33510f40f00018beecc,Researchers calculate that the risk of a heart attack in the week after getting the flu was more than six times as high as the risk in any other week.,International
5a72f34b10f40f00018beecd,"Thursday: Testing your New York knowledge, an emotional support peacock and the Empire State Winter Games.",Politics
5a72f83110f40f00018beedb,Republicans say they only want to make public their doubts about the F.B.I. and Justice Department. But the possible fallout has everything to do with the special counsel.,Culture/Education
5a73015c10f40f00018beef7,"Everyone likes to complain about our company-based system, but there have been real examples of innovation.",Culture/Education
5a7309a610f40f00018bef1b,"As his world became smaller with depression, so did mine.",International
5a730c8b10f40f00018bef28,"In a speech and an early-morning Twitter post, Mr. Trump faulted the opposition for not compromising to protect younger undocumented immigrants.",Elections
5a730ce210f40f00018bef2b,"With monthly employment data, the reporter’s mission is to find the larger story in numbers that can lend themselves to diverging interpretations.",International
5a73152810f40f00018bef45,"Thursday: Readers respond to our Los Angeles piece, marijuana convictions are cleared, and what the president missed on MS-13.",Culture/Education
5a731db410f40f00018bef65,"This week’s listings are in Sutton Place, Carnegie Hill and Bay Ridge, Brooklyn.",Elections
5a731dcf10f40f00018bef68,"This week’s properties include a two-bedroom loft in Union City, N.J., and a four-bedroom house in Garden City, N.Y.",International
5a7326ab10f40f00018bef7f,"The Pennsylvania Academy of the Fine Arts will keep its Chuck Close exhibition, but will add a concurrent gallery examining gender power dynamics.",NYC
5a7335a210f40f00018befb3,"The president’s decision not to object to the disclosure of the document pits him against some of his top law enforcement officials, who warned that releasing it put national security at risk.",NYC
5a73378b10f40f00018befbb,"Worries have subsided since a détente between the two Koreas, but the North remains an unpredictable factor in security arrangements for the Games.",International
5a7340ea10f40f00018befe2,Sometimes a blend makes a more complete wine than a single variety can. But it may run counter to consumer expectations.,NYC
5a73413410f40f00018befe3,"Despite its pricey image, Bordeaux is fertile ground for good values. These bottles often come from small producers in underappreciated areas.",International
5a73430510f40f00018befef,This week we visited condos in the Entertainment District and in the Queen’s Quay area.,Gun Crimes
5a734b9110f40f00018bf011,"I don’t wake up with a pit in my stomach every day, dreading what horrors accrued in my phone overnight.",Social Issues
5a73511510f40f00018bf02b,Nostalgia runs strong for Liberia and the chef Doughba Caranda-Martin III’s memories of life on his grandmother’s farm at this pan-African restaurant.,International
5a7352fa10f40f00018bf032,"The e-commerce giant has won two patents for a tracking technology that can nudge a human hand in the right direction — toward a warehouse bin, say.",International
5a7356e410f40f00018bf049,"A year of protests, backlash and presidential interference has exposed fault lines between the league’s players and its management — and even between the team owners themselves.",Gun Crimes
5a735b9810f40f00018bf054,The restaurant predates Outback Steakhouse and provides a retro taste of Australia’s dining history.,International
5a73670f10f40f00018bf07a,"Deutsche Bank, HSBC and UBS were punished for market manipulation this week — and tucked into the punishment was a single sentence that could pay big dividends for the banking industry.",Politics
5a736f6410f40f00018bf092,"About 9,000 unauthorized immigrants protected under DACA work in the nation’s schools. But as the program’s fate has become uncertain, so has theirs.",Social Media
5a73757c10f40f00018bf0a8,"The Nazca Lines, scratched into a plain south of Lima, are the world’s best-known example of geoglyphs. The damage was significant, but it can be repaired.",Social Media
5a73793710f40f00018bf0b3,"In “The Deepest Well,” Dr. Nadine Burke Harris explores how adverse childhood events can have repercussions years or decades later.",Social Media
5a737aa110f40f00018bf0b6,"The Cleveland Indians are retiring “Chief Wahoo,” but the debate is far from over if other institutions, like the University of Illinois, are a guide.",Culture/Education
5a737afa10f40f00018bf0b7,More-expensive cities might be driving young Democrats to affordable right-leaning states.,International
5a737cdd10f40f00018bf0be,"For decades, the Hempstead schools have been marked by corruption, political infighting and low performance. Now leaders face a deadline for change.",Culture/Education
5a737fc310f40f00018bf0c3,"A new study that tracked polar bears on sea ice off Alaska found that they’re fat-burning machines. That means when food is hard to find, they lose weight fast.",Social Issues
5a73840810f40f00018bf0ce,"In the absence of government policy on paid leave, more private companies are choosing to offer it.",NYC
5a73872310f40f00018bf0d9,We’d like to hear from readers who have seen institutions and organizations develop responses to sexual harassment since #MeToo began.,Social Issues
5a738e9110f40f00018bf0f9,"Anthony Barboza’s 1970s portraits of writers, musicians and dancers pay tribute to the figures who influenced him.",Leisure
5a739bf710f40f00018bf127,Coming to New York City for 32 consecutive years.,Culture/Education
5a739ce710f40f00018bf12e,"Lactalis, a giant dairy products company, has had to recall more than 7,000 tons of products contaminated with salmonella. It did not alert regulators to past problems.",Social Media
5a73a8f210f40f00018bf145,The astonishing incompetence of Trump appointees.,Entertainment
5a73a8f210f40f00018bf146,The Democratic Party is suffering unnecessarily.,NYC
5a73acd410f40f00018bf157,"He may not believe in the rule of law, but tens of thousands of men and women at the Department of Justice do.",Entertainment
